date_time,num_cases,num_diseased
2021-07-10,5775.0,130.0
2021-07-11,4601.0,138.0
2021-07-12,5011.0,106.0
2021-07-13,6090.0,88.0
2021-07-14,5346.0,119.0
2021-07-15,4214.0,110.0
2021-07-16,4930.0,100.0
2021-07-17,3711.0,99.0
2021-07-18,2876.0,77.0
2021-07-19,3915.0,70.0
2021-07-20,3175.0,82.0
2021-07-21,3029.0,83.0
2021-07-22,2715.0,67.0
2021-07-23,2728.0,75.0
2021-07-24,2426.0,69.0
2021-07-25,1921.0,59.0
2021-07-26,2151.0,56.0
2021-07-27,2334.0,59.0
2021-07-28,2131.0,59.0
2021-07-29,2055.0,60.0
2021-07-30,2054.0,42.0
2021-07-31,1584.0,50.0
2021-08-01,1272.0,63.0
2021-08-02,1425.0,49.0
2021-08-03,1406.0,43.0
2021-08-04,1116.0,27.0
2021-08-05,1159.0,37.0
2021-08-06,1257.0,46.0
2021-08-07,920.0,41.0
2021-08-08,582.0,29.0
2021-08-09,697.0,36.0
2021-08-10,881.0,28.0
2021-08-11,849.0,28.0
2021-08-12,536.0,35.0
2021-08-13,623.0,21.0
2021-08-14,647.0,27.0
2021-08-15,557.0,30.0
2021-08-16,496.0,35.0
2021-08-17,539.0,24.0
2021-08-18,543.0,23.0
2021-08-19,613.0,19.0
2021-08-20,593.0,23.0
2021-08-21,541.0,20.0
2021-08-22,448.0,28.0
2021-08-23,480.0,23.0
2021-08-24,516.0,14.0
2021-08-25,456.0,15.0
2021-08-26,490.0,16.0
2021-08-27,403.0,22.0
2021-08-28,363.0,17.0
2021-08-29,285.0,14.0
2021-08-30,350.0,13.0
2021-08-31,355.0,15.0
2021-09-01,322.0,15.0
2021-09-02,331.0,10.0
2021-09-03,340.0,9.0
2021-09-04,265.0,6.0
2021-09-05,182.0,13.0
2021-09-06,273.0,10.0
2021-09-07,186.0,25.0
2021-09-08,223.0,12.0
2021-09-09,255.0,22.0
2021-09-10,227.0,8.0
2021-09-11,252.0,16.0
2021-09-12,141.0,20.0
2021-09-13,149.0,13.0
2021-09-14,192.0,13.0
2021-09-15,213.0,12.0
2021-09-16,184.0,11.0
2021-09-17,193.0,9.0
2021-09-18,232.0,16.0
2021-09-19,202.0,10.0
2021-09-20,150.0,19.0
2021-09-21,237.0,7.0
2021-09-22,212.0,15.0
2021-09-23,218.0,11.0
2021-09-24,172.0,11.0
2021-09-25,134.0,6.0
2021-09-26,151.0,12.0
2021-09-27,53.0,10.0
2021-09-28,148.0,6.0
2021-09-29,168.0,12.0
2021-09-30,255.0,9.0
2021-10-01,169.0,7.0
2021-10-02,110.0,15.0
2021-10-03,105.0,10.0
2021-10-04,123.0,14.0
2021-10-05,143.0,16.0
2021-10-06,246.0,12.0
2021-10-07,162.0,14.0
2021-10-08,183.0,13.0
2021-10-09,161.0,9.0
2021-10-10,125.0,8.0
2021-10-11,25.0,7.0
2021-10-12,0.0,2.0
